linkname,coefficient,coefficient_from_ocr,p_value,significance_level,highway,latitude,longitude,road_name,name
BASELINE,-0.0110568,-0.0110568,0.0,***,ALL,,,Baseline precipitation effect,General precipitation effect (precipitation_t)
BASELINE (General Precipitation Effect),-0.0209439818856848,,,,ALL,,,Baseline / All Roads,General precipitation effect - baseline for all roads (precipitation_t)
199047801,-0.00048922497,19546.0,0.0,***,A1M,52.5278392571785,-0.313315906057805,A1M/2248J,MIDAS site at A1M/2248J priority 1 on link 199047801; GPS Ref: 514520;293553; Northbound
199047902,-0.004218836,-0.001287,0.0,***,A1M,52.5332581665292,-0.317561246552985,A1M/2255M,MIDAS site at A1M/2255M priority 1 on link 199047902; GPS Ref: 514218;294149; Southbound
199047903,0.0052933805,32247.0,0.0,***,A1M,52.5320699225478,-0.316825169140253,A1M/2254B,MIDAS site at A1M/2254B priority 1 on link 199047903; GPS Ref: 514271;294018; Southbound
199048001,0.004287445,25011.0,0.0,***,A1M,52.5124829541319,-0.296381359189763,A1M/2229A,MIDAS site at A1M/2229A priority 1 on link 199048001; GPS Ref: 515709;291872; Northbound
199049001,-0.0020526457,39025.0,0.0,***,M11,52.100070647644,0.13621399632645,M11/6748K,MIDAS site at M11/6748K priority 1 on link 199049001; GPS Ref: 546416;246788; Northbound
199049002,0.004849336,25275.0,0.0,***,M11,52.0997347857627,0.136884202727594,M11/6747A,MIDAS site at M11/6747A priority 1 on link 199049002; GPS Ref: 546463;246752; Northbound
199049101,0.004828042,37003.0,0.0,***,M11,52.0631332145305,0.18268199031154,M11/6694A,MIDAS site at M11/6694A priority 1 on link 199049101; GPS Ref: 549722;242775; Northbound
199049201,-0.0014848827,9364.0,0.0,***,M11,52.0967915449038,0.140013982047619,M11/6743M,MIDAS site at M11/6743M priority 1 on link 199049201; GPS Ref: 546687;246431; Southbound
199049202,0.006399294,8657.0,0.0,***,M11,52.0966414592497,0.13986079703828,M11/6743B,MIDAS site at M11/6743B priority 1 on link 199049202; GPS Ref: 546677;246414; Southbound
199049401,-0.010206068,33596.0,0.0,***,M11,52.2132354571306,0.078373193092179,M11/6885M,MIDAS site at M11/6885M priority 1 on link 199049401; GPS Ref: 542094;259258; Southbound
199049402,-0.0067961183,-0.0176752,0.0,***,M11,52.2140106996856,0.078262977686945,M11/6886B,MIDAS site at M11/6886B priority 1 on link 199049402; GPS Ref: 542084;259344; Southbound
199049601,-0.0050837593,-0.0021764,0.0,***,M11,52.1897703307761,0.074060158947256,M11/6859K,MIDAS site at M11/6859K priority 1 on link 199049601; GPS Ref: 541874;256640; Northbound
199049602,-0.00247637,-0.009018,0.0,***,M11,52.1881307485229,0.074744592650251,M11/6857A,MIDAS site at M11/6857A priority 1 on link 199049602; GPS Ref: 541926;256459; Northbound
199049701,-0.0065054805,-0.00076,0.0,***,M11,52.1885047462736,0.07546424747642,M11/6857M,MIDAS site at M11/6857M priority 1 on link 199049701; GPS Ref: 541974;256502; Southbound
199049702,0.0024656947,431.0,0.009,**,M11,52.1925722493472,0.074263752565802,M11/6862B,MIDAS site at M11/6862B priority 1 on link 199049702; GPS Ref: 541879;256952; Southbound
199050001,-0.0026189177,51346.0,74982.0,,M11,52.1612641246808,0.101069879018308,M11/6821K,MIDAS site at M11/6821K priority 1 on link 199050001; GPS Ref: 543812;253523; Northbound
199050002,-0.0009257148,-0.0109174,0.0,***,M11,52.1602613444543,0.10334738647082,M11/6820A,MIDAS site at M11/6820A priority 1 on link 199050002; GPS Ref: 543971;253416; Northbound
199050202,0.004333413,22356.0,0.0,***,M11,52.1603393405277,0.10351189126541,M11/6820B,MIDAS site at M11/6820B priority 1 on link 199050202; GPS Ref: 543982;253425; Southbound
199050301,0.003416718,6424.0,0.0,***,M11,52.2140502444668,0.078059881194657,M11/6886A,MIDAS site at M11/6886A priority 1 on link 199050301; GPS Ref: 542070;259348; Northbound
199050901,0.0038056332,55607.0,0.0,***,M11,52.0632293416424,0.182832573471455,M11/6694B,MIDAS site at M11/6694B priority 1 on link 199050901; GPS Ref: 549732;242786; Southbound
199051201,0.0019215432,57478.0,0.0,***,M11,52.0634426776545,0.183937186136245,M11/6693J,MIDAS site at M11/6693J priority 1 on link 199051201; GPS Ref: 549807;242812; Northbound
199136901,0.00987014,59803.0,0.0,***,A14,52.2347690510538,0.108391474297524,A14/0982A,MIDAS site at A14/0982A priority 1 on link 199136901; GPS Ref: 544075;261712; Eastbound
199136902,-0.0041659125,33255.0,0.0,***,A14,52.2356018184331,0.11562200153604,A14/0987K,MIDAS site at A14/0987K priority 1 on link 199136902; GPS Ref: 544566;261819; Eastbound
199137001,0.010032159,80904.0,0.0,***,A14,52.2347668878574,0.109519074038162,A14/0982B,MIDAS site at A14/0982B priority 1 on link 199137001; GPS Ref: 544152;261714; Westbound
199137002,-0.007667371,50673.0,0.0,***,A14,52.2345703499478,0.108440642146589,A14/0982M,MIDAS site at A14/0982M priority 1 on link 199137002; GPS Ref: 544079;261690; Westbound
199137201,0.0074316612,6347.0,59855.0,,A14,52.2360983623192,0.124023105170627,A14/0992B,MIDAS site at A14/0992B priority 1 on link 199137201; GPS Ref: 545138;261891; Westbound
199137301,-0.0043926747,-0.0032935,0.0,***,A14,52.234795385712,0.107924063843137,A14/0982J,MIDAS site at A14/0982J priority 1 on link 199137301; GPS Ref: 544043;261714; Eastbound
199137501,-0.0048439833,-0.0033872,0.0,***,A14,52.2349182822016,0.114124942230568,A14/0987L,MIDAS site at A14/0987L priority 1 on link 199137501; GPS Ref: 544466;261740; Westbound
200129666,0.009759943,122978.0,0.0,***,A14,52.3098834332834,-0.242424150230521,A14/0714B,MIDAS site at A14/0714B priority 1 on link 200129666; GPS Ref: 519918;269427; Westbound
200129667,0.0077342605,79607.0,0.0,***,A1,52.3258809061254,-0.247997923784017,A1/2018B,MIDAS site at A1/2018B priority 1 on link 200129667; GPS Ref: 519495;271197; Southbound
200129668,0.01260401,140525.0,0.0,***,A1,52.3110582852538,-0.244035326938371,A1/2001B,MIDAS site at A1/2001B priority 1 on link 200129668; GPS Ref: 519805;269555; Southbound
200129669,0.0040031387,46871.0,0.0,***,A14,52.3085376396792,-0.240203733183709,A14/0716K,MIDAS site at A14/0716K priority 1 on link 200129669; GPS Ref: 520073;269281; Southbound
200129681,0.005259998,25681.0,0.0,***,A1,52.3285684329467,-0.247935814608361,A1/2021B,MIDAS site at A1/2021B priority 1 on link 200129681; GPS Ref: 519492;271496; Southbound
200129688,0.0024025629,26638.0,0.0,***,A1,52.3223014383264,-0.24733221166704,A1/2014A,MIDAS site at A1/2014A priority 1 on link 200129688; GPS Ref: 519550;270800; Northbound
200129689,-8.472894e-05,-0.0081779,0.0,***,A1,52.3285839459692,-0.248375470156311,A1/2021J,MIDAS site at A1/2021J priority 1 on link 200129689; GPS Ref: 519462;271497; Northbound
200129692,0.010687761,108676.0,0.0,***,A1,52.335040267491,-0.249617624179468,A1/2027A,MIDAS site at A1/2027A priority 1 on link 200129692; GPS Ref: 519360;272213; Northbound
200129693,-0.005651263,46875.0,0.0,***,A1,52.3350351950751,-0.249882023716816,A1/2027K,MIDAS site at A1/2027K priority 1 on link 200129693; GPS Ref: 519342;272212; Northbound
200129695,-0.006687747,-0.0030426,0.0,***,A1,52.3351041104904,-0.249072027172671,A1/2027L,MIDAS site at A1/2027L priority 1 on link 200129695; GPS Ref: 519397;272221; Southbound
200129696,-0.0010992731,-0.0017981,0.0,***,A14,52.2753098374378,-0.014240802545428,A14/0877K,MIDAS site at A14/0877K priority 1 on link 200129696; GPS Ref: 535578;265984; Eastbound
200129697,0.012006823,131016.0,0.0,***,A14,52.2754610995573,-0.018426524941175,A14/0874B,MIDAS site at A14/0874B priority 1 on link 200129697; GPS Ref: 535292;265993; Westbound
200129698,0.00021050581,-0.0015938,0.0,***,A14,52.2741550766025,-0.017224123830814,A14/0876L,MIDAS site at A14/0876L priority 1 on link 200129698; GPS Ref: 535378;265850; Westbound
200129699,0.0067382758,64372.0,0.0,***,A14,52.2701598770447,-0.006380158256694,A14/0885B,MIDAS site at A14/0885B priority 1 on link 200129699; GPS Ref: 536130;265426; Westbound
200129700,-0.0030042387,-0.0014687,0.0,***,A14,52.2709311772845,-0.008925252649187,A14/0883L,MIDAS site at A14/0883L priority 1 on link 200129700; GPS Ref: 535954;265507; Westbound
200129704,0.017584192,196212.0,0.0,***,A14,52.292612439175,-0.152367970776958,A14/0779B,MIDAS site at A14/0779B priority 1 on link 200129704; GPS Ref: 526106;267659; Westbound
200129705,0.00072876463,55674.0,0.0,***,A14,52.292571767866,-0.153792061212683,A14/0778M,MIDAS site at A14/0778M priority 1 on link 200129705; GPS Ref: 526009;267652; Westbound
200129707,-0.004169501,60007.0,0.0,***,A14,52.2769727884493,-0.022243863000382,A14/0870M,MIDAS site at A14/0870M priority 1 on link 200129707; GPS Ref: 535027;266154; Westbound
200129708,-0.003541363,20026.0,0.0,***,A14,52.2763975954463,-0.020114556872594,A14/0871J,MIDAS site at A14/0871J priority 1 on link 200129708; GPS Ref: 535174;266094; Eastbound
200129709,0.007766029,74893.0,0.0,***,A14,52.2749874939964,-0.016996419899309,A14/0875A,MIDAS site at A14/0875A priority 1 on link 200129709; GPS Ref: 535391;265943; Eastbound
200129714,0.005608731,61747.0,0.0,***,A14,52.3004119631801,-0.222955477650726,A14/0731A,MIDAS site at A14/0731A priority 1 on link 200129714; GPS Ref: 521271;268406; Eastbound
200129715,0.0018523554,20332.0,0.0,***,A14,52.2930619238042,-0.155238097233256,A14/0777J,MIDAS site at A14/0777J priority 1 on link 200129715; GPS Ref: 525909;267704; Eastbound
200129716,0.0021653764,11033.0,1370.0,,A14,52.2927511216561,-0.152611491460684,A14/0779A,MIDAS site at A14/0779A priority 1 on link 200129716; GPS Ref: 526089;267674; Eastbound
200129718,0.0085555725,98679.0,0.0,***,A14,52.2993238223498,-0.211031560784791,A14/0739B,MIDAS site at A14/0739B priority 1 on link 200129718; GPS Ref: 522087;268305; Westbound
200129719,0.0077045965,54717.0,0.0,***,A14,52.3310892308491,-0.25543863967092,A14/0688A,MIDAS site at A14/0688A priority 1 on link 200129719; GPS Ref: 518974;271764; Eastbound
200129720,-0.003539401,-0.0039098,0.0,***,A14,52.3323353539313,-0.2606732833487,A14/0685J,MIDAS site at A14/0685J priority 1 on link 200129720; GPS Ref: 518614;271894; Eastbound
200129722,0.0059652273,69654.0,0.0,***,A14,52.32608156044,-0.246977440279355,A14/0696A,MIDAS site at A14/0696A priority 1 on link 200129722; GPS Ref: 519564;271221; Eastbound
200129723,0.007744542,83298.0,0.0,***,A14,52.2925229459861,-0.135229377297352,A14/0791A,MIDAS site at A14/0791A priority 1 on link 200129723; GPS Ref: 527275;267679; Eastbound
200129724,0.007505059,8931.0,0.0,***,A14,52.2922550838731,-0.105399018733326,A14/0811B,MIDAS site at A14/0811B priority 1 on link 200129724; GPS Ref: 529310;267702; Westbound
200129725,0.0011048386,13105.0,0.0,***,A14,52.3098214812603,-0.244304288870118,A14/0713L,MIDAS site at A14/0713L priority 1 on link 200129725; GPS Ref: 519790;269417; Westbound
200129726,0.01044119,106408.0,0.0,***,A1,52.3135445329124,-0.244347753209843,A1/2004A,MIDAS site at A1/2004A priority 1 on link 200129726; GPS Ref: 519777;269831; Northbound
200129728,-0.0028037154,61023.0,0.0,***,A14,52.3318950250358,-0.260690549677067,A14/0685M,MIDAS site at A14/0685M priority 1 on link 200129728; GPS Ref: 518614;271845; Westbound
200129730,0.01007498,188211.0,0.0,***,A14,52.3309467506752,-0.255532301380337,A14/0688B,MIDAS site at A14/0688B priority 1 on link 200129730; GPS Ref: 518968;271748; Westbound
200129745,0.0031326078,-0.0004614,0.002,**,A14M,52.3773555916449,-0.252749679902147,A14M/7192A,MIDAS site at A14M/7192A priority 1 on link 200129745; GPS Ref: 519033;276914; Northbound
200129746,-0.008435702,16395.0,0.0,***,A14M,52.372096790321,-0.243129456335622,A14M/7182L,MIDAS site at A14M/7182L priority 1 on link 200129746; GPS Ref: 519702;276345; Southbound
200129747,-0.01510249,10439.0,0.0,***,A14M,52.3696035746011,-0.240540219587526,A14M/7180M,MIDAS site at A14M/7180M priority 1 on link 200129747; GPS Ref: 519885;276072; Eastbound
200129826,0.008282704,35814.0,0.0,***,A14M,52.3695158985022,-0.240690595877356,A14M/7180B,MIDAS site at A14M/7180B priority 1 on link 200129826; GPS Ref: 519875;276062; Southbound
200129827,-0.0041659405,-0.0027012,0.0,***,A14M,52.369685300412,-0.241197993283198,A14M/7181J,MIDAS site at A14M/7181J priority 1 on link 200129827; GPS Ref: 519840;276080; Westbound
200129835,-0.023294296,51684.0,0.0,***,A14M,52.3734335571566,-0.245955778808266,A14M/7184K,MIDAS site at A14M/7184K priority 1 on link 200129835; GPS Ref: 519506;276489; Northbound
200129836,0.0051369527,-0.0011402,0.0,***,A14M,52.3694830138565,-0.240897552190953,A14M/7180A,MIDAS site at A14M/7180A priority 1 on link 200129836; GPS Ref: 519861;276058; Northbound
200129956,0.004066583,-3.02e-05,0.828,,A14M,52.3774785759361,-0.252553832605383,A14M/7192B,MIDAS site at A14M/7192B priority 1 on link 200129956; GPS Ref: 519046;276928; Southbound
200130046,0.0026414772,622.0,3366.0,,A14,52.2655706846253,0.004434872569861,A14/0895A,MIDAS site at A14/0895A priority 1 on link 200130046; GPS Ref: 536882;264936; Eastbound
200130047,-0.003648089,-0.0061513,0.0,***,A14,52.2578856461351,0.023752583930703,A14/0902J,MIDAS site at A14/0902J priority 1 on link 200130047; GPS Ref: 538224;264118; Eastbound
200130048,0.0045733443,6898.0,0.0,***,A14,52.2597534278358,0.018650252056794,A14/0903A,MIDAS site at A14/0903A priority 1 on link 200130048; GPS Ref: 537870;264316; Eastbound
200130049,-0.0016547078,-0.0028643,0.0,***,A14,52.257389103713,0.024916856709195,A14/0909K,MIDAS site at A14/0909K priority 1 on link 200130049; GPS Ref: 538305;264065; Eastbound
200130073,-0.0039109974,-0.007246,0.0,***,A14,52.2535427789077,0.032111403079136,A14/0920A,MIDAS site at A14/0920A priority 1 on link 200130073; GPS Ref: 538808;263651; Eastbound
200130074,0.009139215,97965.0,0.0,***,A14,52.2550038643217,0.028720305846619,A14/0915B,MIDAS site at A14/0915B priority 1 on link 200130074; GPS Ref: 538572;263807; Westbound
200130081,0.0064168987,7631.0,0.0,***,A14,52.2636964907838,0.008365774662138,A14/0899B,MIDAS site at A14/0899B priority 1 on link 200130081; GPS Ref: 537156;264735; Westbound
200130082,0.008280196,6107.0,0.0,***,A14,52.2559268259782,0.026813663353355,A14/0907B,MIDAS site at A14/0907B priority 1 on link 200130082; GPS Ref: 538439;263906; Westbound
200130084,-0.004508296,94383.0,0.0,***,A14,52.2572605180876,0.022976832848155,A14/0904M,MIDAS site at A14/0904M priority 1 on link 200130084; GPS Ref: 538173;264047; Westbound
200130111,-0.0026793266,-0.0018523,0.0,***,A14,52.2557191673483,0.026862804840701,A14/0908L,MIDAS site at A14/0908L priority 1 on link 200130111; GPS Ref: 538443;263883; Westbound
200130120,1.7611543e-05,6025324.0,0.0,***,A14,52.2312689035099,0.074528931155337,A14/0955L,MIDAS site at A14/0955L priority 1 on link 200130120; GPS Ref: 541774;261256; Westbound
200130182,-0.00052926986,811.0,0.0,***,A14,52.2313325675583,0.07448796607867,A14/0955B,MIDAS site at A14/0955B priority 1 on link 200130182; GPS Ref: 541771;261263; Westbound
200130188,-0.0046358733,39502.0,0.0,***,A14,52.2374915064282,0.06220856537296,A14/0941M,MIDAS site at A14/0941M priority 1 on link 200130188; GPS Ref: 540913;261924; Westbound
200130223,0.00590217,-0.0010735,0.0,***,A14,52.233843427326,0.098271691440873,A14/0975A,MIDAS site at A14/0975A priority 1 on link 200130223; GPS Ref: 543387;261589; Eastbound
200130224,0.008418748,74091.0,0.0,***,A14,52.2338323707193,0.099398853006328,A14/0975B,MIDAS site at A14/0975B priority 1 on link 200130224; GPS Ref: 543464;261590; Westbound
200130235,0.0037644817,47005.0,0.0,***,M11,52.2294340480105,0.07199789011987,M11/6904A,MIDAS site at M11/6904A priority 1 on link 200130235; GPS Ref: 541607;261047; Northbound
200130238,-0.00022233384,-0.0087664,0.0,***,M11,52.2295939730883,0.072107842868144,M11/6904B,MIDAS site at M11/6904B priority 1 on link 200130238; GPS Ref: 541614;261065; Southbound
200130239,0.00607721,,,,M11,52.238104291154,0.062647077082034,M11/6916B,MIDAS site at M11/6916B priority 1 on link 200130239; GPS Ref: 540941;261993; Southbound
200130251,-0.0016595098,-0.0025361,0.0,***,M11,52.2373730029274,0.063843458627658,M11/6914L,MIDAS site at M11/6914L priority 1 on link 200130251; GPS Ref: 541025;261914; Eastbound
200130252,0.01281388,262424.0,0.0,***,M11,52.2296653271711,0.07265298651919,M11/6904M,MIDAS site at M11/6904M priority 1 on link 200130252; GPS Ref: 541651;261074; Southbound
200130256,0.009212859,104882.0,0.0,***,A14,52.2323090288472,0.082353755721494,A14/0963B,MIDAS site at A14/0963B priority 1 on link 200130256; GPS Ref: 542305;261387; Westbound
200130259,0.0033567974,1571.0,0.0,***,A14,52.2395250162211,0.060589140852841,A14/0945A,MIDAS site at A14/0945A priority 1 on link 200130259; GPS Ref: 540796;262147; Eastbound
200130379,-0.0045163487,44601.0,0.0,***,M11,52.2294176201829,0.07190926283111,M11/6904J,MIDAS site at M11/6904J priority 1 on link 200130379; GPS Ref: 541601;261045; Northbound
200130924,-0.002875525,-0.0018719,0.0,***,A14,52.2381108908201,0.14550322720136,A14/1007J,MIDAS site at A14/1007J priority 1 on link 200130924; GPS Ref: 546598;262158; Eastbound
A1 northbound between A47 and B1081 near Stamford (south),0.0021093932,,,,A1,52.6034407158026,-0.42681090683493,A1/6504/1,TMU Site 6504/1 on link A1 northbound between A47 and B1081 near Stamford (south); GPS Ref: 506638;301788; Northbound
A1 northbound between B1041 and B661,-0.00024338195,,,,A1,52.2588357713055,-0.263461520456668,A1/9933/1,TMU Site 9933/1 on A1 northbound between B1041 and B661; GPS Ref: 518620;263715; Northbound
A1 northbound between B1081 near Stamford (south) and A43,0.0007717862,,,,A1,52.6345618811409,-0.47740187429315,A1/6505/1,TMU Site 6505/1 on link A1 northbound between B1081 near Stamford (south) and A43; GPS Ref: 503139;305176; Northbound
A1 northbound between B645/B1048 and B1041,0.0064983764,,,,A1,52.2403515137248,-0.280191684738581,A1/6816/1,TMU Site 6816/1 on link A1 northbound between B645/B1048 and B1041; GPS Ref: 517527;261632; Northbound
A1 northbound exit for A47,-0.025788255,,,,A1,52.5858467160328,-0.415424959799212,A1/6502/1,TMU Site 6502/1 on link A1 northbound exit for A47; GPS Ref: 507452;299848; Northbound
